sentiment,sentiment_label,Cleaned_Tweet
negative,0,makanya otaknya diupgrade dongnnkan ena invisible bisa liat anunnsaya mau jadi mas kunti aja bisa terbang
negative,0,nanti malem ya kita nete yang xf0x9fx98x9
negative,0,nyinyir trussss dasar grup onta
neutral,1,xe2x80x94berbincang dengan gadis itunnpandangan matanya sempat terhenti pada seorang pemuda bermata sipit yang juga sedang tersenyum manis sampai matanya hilang pada gadis itu membuat ai sedikit gugup lalu memalingkan tatapan wajahnya
neutral,1,babi kaulahhh maju lu sini anjinggg
neutral,1,ya ntar di rt di rw di lurah di camat di bupati sampai di gubernur sekalian ðð
positive,2,
neutral,1,apapun hasilnya nanti kita harus terus kedepankan semangat persatuan dan kesatuan utk kebangkitan indonesia yang penting  dan kalau bisa  agar tidak boleh lagi terjadi demokrasi yang barbar seperti sekarang ini
negative,0,ommakarom yanga makar jelas megawati membiarkan cinacina korup blbi berada di pdip  lengserkan jokowi
neutral,1,katholik ya berdoa pake rosario sucikan diri sebelum masuk katerdral terus puasa paskah kan ini
neutral,1,pendatang portugis ini mendirikan sekolah yang bertujuan memberikan pendidikan baca tulis dan hitung sekaligus mempermudah penyebaran agama katolik
neutral,1,tim seniman yang di pimpin oleh  mencoba untuk membuat konsep jaket yang dapat mewakili ragam budaya indonesia  pada bagian depan mnggambarkan peta indonesia yang menggunakan nuansa merah putih yang bermaknakan negara kita indonesia memil
neutral,1,rt   jangan tertipu oleh kepolosan   rezim anti islam politic_id
neutral,1,jika kalian semua kesepian kamu akan belajar betapa hangat nya memiliki temanteman fairy tai
positive,2,tak perlulah bermusuh dengan orang kafir selagi mereka tidak ganggu agama kita kan baik kita rapat dengan orang kafir tunjuk perangai baik dan berdakwah islam dengan mereka
neutral,1,bbm naik harga sapa yang mau lewat jalan tol sapa yang mau naik pesawat jadinya sepi jalan tol dan bandara ga bisa balik modal akhirnya dijual yang beli asing dan aseng xf0x9fx98x82xf0x9fx98x82
neutral,1,baru nonton tros part siha dan orang2 pada takut sama bong tae gyu gara2 peran dia pas jadi psikopat xf0x9fx98x82
neutral,1,jejak  bekas tapak kaki bekas langkah bekas yang menunjukkan adanya perbuatan dan sebagainya yang telah dilakukan jejal  berjejal  penuh sesak penuh hingga berasakasak
neutral,1,persis yang diajarkan bebrapa waktu terakhir perlakukanlah perempuan secara terhormat muliahkanlah ia melebihi kemuliaan dirimu  assikalaibineng kitab kamasutranya orang bugis
neutral,1,dulu rejim bk kata ibu n bapak saya almarhum dr rp1000 menjadi rp1nnorang2 pada makan nasi jagung
negative,0,tri kampang bgt si
positive,2,bacot homo aneh bangsat goblok pea bajingan sengklek rada2ntpi gua sayangghh aghh mhh
neutral,1,presiden  menggelar rapat kabinet terbatas agenda ke dua yang membahas percepatan pelaksanaan berusaha di
negative,0,oi brengsek lo
negative,0,detik2 menjelang mendalang semalam suntuk di halaman kemendagri 13 april lalu kenapa semalamâ
neutral,1,ada 204 dugaan pelanggaran asn di pilkada sulawesi tenggara
neutral,1,kebijakan dlm pengembalian brng yg cacatrusak kpd konsumen dlm waktu 7 hr tnpa krumitan
negative,0,rt   gara2 belain terdakwa penista agama jadi remek semua sukurin
neutral,1,betul demikian karakteristik hindu bahwa islam beda pasti bahwa tdk bisa menilai ajaran islam dr sudut pandang hindu pun sebaliknya juga jelas ntapi krn ada yg bertanya  ada nggak hindu nusantara  ada banget bahkan bisa dikeci
neutral,1,selamat pagi selamat dan semangat beraktivitas salam 2 periode untuk pak jokowi ââððð  presiden joko widodo jokowi tercatat sudah merampungkan 30 proyek strategis nasional psn yang terhitung sejak 20162017 apa saja
neutral,1,haram tuh unsur najis nya masih tetap ada
positive,2,ganyang pkiganyang pki ganyang pki
neutral,1,biar makin panas alias babi kaaaaaun wwkwkwkwnnjangan becandain mamah gw
neutral,1,siti goblok hidup di indon meminta sedekah lagi mau buat bising di malaysia yang makmur dan kaya raya
negative,0,serapat apapun kita menyembunyikan bangkai  lama kelamaan akan tercium juga
neutral,1,terus sekarang kejadian lagi di aku aku sekarang sama yang katolikxf0x9fx98x82 even mama ngelarang mungkin takut aku nggak bisa jaga pendirian but ive told him that i will do the exact thing that my parents do if you dont just for
neutral,1,gue berlipat lipatnnogt lider kesayangan ya skrg pada kemana nich pergi kebulan naek onta
neutral,1,bilangin sama mak srimulyani ajah pak supaya thr si sontoloyo ini gak ditransfer
negative,0,teman tapi kampret semua ini namanya
neutral,1,5 presiden  airport kertajati yang bisa menampung kurang lebih 56 juta penumpang tahap pertama ini merupakan airport terbesar setelah soekarnohatta
negative,0,nitip mulu lo kacrut
negative,0,pernah bentuknya mirip titit bocah tk
negative,0,modar jha lu_
neutral,1,apalagi si ruben idih banget dah kemaren kemarwn blg ke nikita gausa ladenin orang sarap sekarang gaada nikita belain lucinta yeuh dasar pantat wajan
neutral,1,sebenernya siapa sih yang mempunyai hak untuk menyatakan bahwa orang itu kafir dan jika semua orang mempunyai hak apa kriteria kafir itu
neutral,1,jika wagub kyk gini lengserkan pencitraanmeikarta
neutral,1,pokonya harry next tour harus ke jakarta kalo ga titit nya gua sunat
negative,0,makasih maho
neutral,1,perbedaan mendsr masy oposisi amp pro rejim adl masy yg pro rejim sgt yakin bhw org yg gemar ingkar janji itu adl org yg sgt amanah
neutral,1,ya allah seorang hafidz nan mujahid saja bisa kau angkat nikmat imannya berbalik murtad jika sudah ditetapkan murtadnapalagi hamba yang banyak cacat ini taknpunya amal andalan
negative,0,okokok
negative,0,rt   untuk gw gak goblokgt
negative,0,rt  gangerti lagi sama tni yg mau maunya ngewe banci nmnding buat tania aja itu tni nya tania ksh memek
positive,2,nyalinya gubernur indonesia teruji kembalibeliau berani melawan konglomerat2 hitam sdgkan gubernur sblmnya hanya berani pada rakyat kecil yg tdk berdaya
neutral,1,bangkai qm naq_
neutral,1,melatih bangsa ini biar terbiasa kalau ada bom xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
neutral,1,sumpah gw ngak bohong ya gw kan kerja di pabrik feronikel milik rusia tp yg kerja kebanyakan org cina  gw jijik tuh ama joroknya mereka bab ngak disiram makan babiularkadal dan paling bikin gw jengkel bau badannya masya allah ngak taha
negative,0,gua mendadak budek
neutral,1,halo hani bani switinnkarena keela akunnya sedanq sakit kita syoppinknya berduaan iagtltnnkeela nunty cekeu cekeu sini iannmonggo perkamennya suda siap hani
positive,2,rt  aku tak tau sukmawatinyang kutau seorang pembaca puisi tak bernuraninaku tak kenal sukmawatinyang kukenal iblis sedang mxe2x80xa6
neutral,1,pakdhe  berani tidak untuk test dnaagar kami2 yg anti pemerintah percaya klo pakdhe bukan keturunan komunis
neutral,1,hihihihi ciri khasnya cebong kacung klo udh dongok ya gini neh xf0x9fx91x86xf0x9fx91x86
negative,0,ape tu ayat ringkasnbahasa makhluk aseng eaan x   gn   assalam   wassalam nnhahaha makin mengarut cara hidup korang ni
negative,0,sange hm mas mainin memek adek dong sayang
neutral,1,pdhl gampang yak klo gak mau disebut kafir ya udh syahadat aja
negative,0,sisternet dan kemendes pdtt dorong pemanfaatan internet tingkatkan ekonomi pedesaan
negative,0,garuda sengaja di bangkrutkan biar bisa dikuasai asingaseng cina laknat lengserkan   garuda bangkrut
neutral,1,cukup satu periode saja indonesia menjadi negara yang gagal  gagal ciptakan 10jt lappekerjaan  gagal tdk bagi2 kekuasaan  gagal tdk akan hutang lagi  gagal tdk menaikan bbm   gagal potong kuping insyaallah
negative,0,omojy akun isi giveaway keakehan cocot harusnya aq memang disini sejak awal
negative,0,sumpah ya paling gasuka sama orang norak gini nkalau pengen berisik sewa aja tuh satu studio gatau diri udik ew
negative,0,indahnya cocot
negative,0,yg tebar nyir nyir apa itu bukan seperti teroris emang teroris cm indentik hanya bom
neutral,1,coba deh mbatanya sama om m taufik dari gerindrateman2 aseng nya ada brp banyak soalnya waktu pilkada dki om taufik pernah tuh makan2 sama aseng di daerah jakarta utara dan kmrn waktu kampanye jug
negative,0,cuma mau ingatkan saja agar berhati hati dalam bersosmed dan menyampaikan pendapat jangan terperangkap dalam gaya komunikasi agresif provokatif tetap berada dijalan yang benar dan tetap menggelagarkan    yang setuju rt dan like yuk
neutral,1,duh lu goblok ya itu si nur sugik itu ngmg dalam acara apa ahok dlm acara apa emang ahok pernah ngmg ngentad ngentod jancok2 yg ngasik ahok gelar siapa a
positive,2,1 proyek infrastruktur pemerintah kembali bermasalah terbaru proyek jalan tol manadobitung di tumaluntung kabupaten minahasa utara sulawesi utara
negative,0,rizal ramli pasca gubernur baru dki jakarta lebih sejuk dan tenang
neutral,1,indonesia ini kan paling anti kalo ungkit2 pki tu kan masa begitupun jga cari presiden janga ada kaitan buruk di masa dari masa lalu  n
negative,0,heheajarin dong sprt apa dlm ajaran kristen
neutral,1,part 5 sebentar pak rocky saya berusaha memahami katakata anda tapi kali ini saya sebagai orang islam tak bisa terima bahwa kitab suci saya alqurandianggap sebagai fiksi padahal saya merasakan sendiri kalau alquran itu fakta terjadi pada kehi
neutral,1,anak sekolah zaman nownnmasuknya menjadi culun setelah lulus menjadi orang dungu
neutral,1,jauhkanlah dri godaan setan yg terkutuk
negative,0,tangkap pelakunya jika polisi tidak bisa maka lengserkan jokowi r3jim pki
neutral,1,asik tapi ya gitu budaya barat terus sampai ke jaman romawi suka ketuker sama critical amp cultural studies makanya pusing ð
neutral,1,keduluan sm china produksi cangkul traktor penyemprot hama genset dll xf0x9fx98x82
neutral,1,sesampainya disananduduk dua duaan nmakan roti buayandengar lagu kitaaankita menari bersama
negative,0,foto sekilas ngentot ibu kandung gue tadi malam sengaja gue kasih sekilas dulu mau liat respon anda semua 100 retwet gue kasih foto waktu ngentot yg full body
neutral,1,kemudian pada sabtu 2142018 pagi masyarakat adat baduy akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kp3b di curug kota serang
neutral,1,gak papa kang yg penting pak abu nya masih iman dan tobat pasti di ampuni allah swt ððð
negative,0,cerita amp lagu  si raja monyet bagian pertama
neutral,1,sekarang ga jadi ya tadinya aku mau manggil siput kok jadi sipit sih xf0x9fx98xad
negative,0,tp ini true bgt kyuhyun mana ada di pantai aja pake manset gitu udik dasarnnapalagi jihoon
neutral,1,mari membela islam tanpa maksiat tanpa saling memaki mencaci berghibah bernamimah melaknatâ
neutral,1,ummar bin khatab ahh lu jablay siap poligami
neutral,1,babi betul meeting sampai 4jam sakit pinggang akuxf0x9fx98xad
negative,0,apa banget jaringann gw mencret
neutral,1,seorang yang mengaku kristen tetapi hidup tidak ada bedanya dengan orang  orang dunia ini menjadi demikian kabur sehingga tidak mencerminkan kemuliaan allah dan tidak menjadi kesaksian bagi kristus harold m freligh
positive,2,ku mau ngentot lobang pantatmu cantik km mampu ngga kontol urut besar ukuran 3jari setengah besar panjangkm sanggup cantik
negative,0,edan ogah
negative,0,ritual hindu ini bukan digelar di india melainkan di aceh yang menarapkan syariat islam dengan sangat keras
neutral,1,kita harus bersiap dalam serangan yang dilakukan bangsa yahudi kita harus tingkatkan iman dan taqwa kita kepada allah swt kata yang khutbah
neutral,1,baca lagi haditsnya yg benar pensyariatan shaum asyura amp aqiqah bukan karena ittibaikuti ajaran yahudi dan adat arab tapi krn para sahabat ittiba sunnah nabingamis itu hkmnya mubah seperti sarung peci koko tdk a
neutral,1,musik milenial emang sampah mending dibilang tua daripada jadi indie idiotnmaksud km indie disini apa  musik modern nindie itu berasal dari musik independent bro dalam artian musisi tersebut tidak mnggntung nasib pada fihak lainmandirimusisi old udh indie sejak dulu
negative,0,hey banyak orang munafik jaman sekarang ya kamu harus tau itu
negative,0,menjelang thn baru gak dapat ide buat makan sama doi kesini aja sob wrung pempek plmbng jln wr supratman senggol budaya tohpati
neutral,1,su pin siswi sd katolik karya yosef 19781983 istrinya ronaldo pardede su pin shi wo de qizi  wo de  rode  ronaldo pardede qizi
neutral,1,semua daerah bukannya udh menyuarakan   hanya kampung cebong yg belum xf0x9fx98x84
negative,0,wkwkwkwkwkwkk kebayang monyet kera saktixf0x9fx98x82xf0x9fx98x82
negative,0,fuyyyyyoooo babi laaa mindfuck sial dah ada dalam kepala otak aku terfikir perkara jijik ni fuck
neutral,1,bangsat rocky gerung pendukung 212 sebut kitab suci itu fiksi alquran fiksi laknat kau
negative,0,gak tuh aku ngelap mulutku pake taplak meja
neutral,1,_klompok radikal mengkampanyekan scara trangtrangan bahwa org kristen haram hukumnya menjadi kpala daerah_ tetapi kita tdk akn membalas
neutral,1,ini ibukota jakarta byar pet terus woooui kunyuk listrik naek terus mutu ambrol terus
negative,0,rt    prabowo udah kadaluarsa
neutral,1,daya beli turun data kemiskinan di olah2 harga2 naik tak terjangkau kebutuhan hidup rakyat makin sulit kesenjangan semakin lebar hutang bengkak tak karuan bagi2 jabatan terus terjadi aset negara di jual2 tka banjir dll
neutral,1,ketika  memberikan pujian kepada  dan team  yg super militan   inilah yg membuat gerakan  akan dihadang dg berbagai cara  inshaa allah kita tetap yakin  solusi tepat buat negeri
negative,0,oh iya lo mah bukan saram ya bangnnlo sarap
neutral,1,susu onta ya hin
neutral,1,pernah denger dulu sebelum ada rumor itu katanya emang ada yang namanya matthew tapi bukan orang indonesia nah itu dia yang bikin bingung tibatiba muncul nama matthew soeharsono yang sekolah di sini rumahnya disini sampe make foto martin tai kan
neutral,1,org yg tingkat kebenciannya tinggi sama rezim ini biasanya apa aja dianggap salah kok cm dpt 51 kok gak stop kontrak saja kagak pernah ada bersyukurnyadasa pala lu peang
neutral,1,kecebong banyak bacot utang numpuk di bolang bagus infrastruktur cuma 2 di bilang selesai smua bandara juga di akui cebong lu kebangetan ya
neutral,1,melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu
neutral,1,allah hu barbar perintahkan penggal kafir dibenarkan bang fahri allah hu barbar ngajarkan cocok2 penis ini benar
neutral,1,menunggu serbuan onta pemuja turki
negative,0,jablay pacar gua balikin dulu bangsat gua mau belajar gak jadi jadi xf0x9fx98xad
neutral,1,qurban pake onta apa sapi xf0x9fx98x85
neutral,1,anda yg ahli sejarah islam atau pakar islam silahkan dibantah kebenaran informasi ini demi kebaikan bangsa  negara
neutral,1,ini bukan tentang mayoritas atau minoritas tapi masalah konsep sependek pengetahuan saya tdk ada perintah dlm kitab suci kristen budha hindu yg melarang memilih pemimpin atau teman atau pegawai diluar agama mereka
negative,0,rt  banyak banget lelaki brengsek di dunia ininnmudah2an kamu gak termasuk ya
negative,0,najis anjer gua masih doyan lobang
negative,0,ning teras lantai 2 sebelah kamarmu saksi bisu hubungan mu karo aku
negative,0,jadi cewe bejat bgt si cy
negative,0,anies sandi telah gagal memimpin dki bahkan sebelum dilantik
neutral,1,di katolik bisa dibatalkan kok pernikahannya tentunya dengan alasan2
negative,0,rt   ndigoyang sampe basah xf0x9fx98x9d nn       n xe2x80xa6
neutral,1,gereja suku banyak tata ibadah nyanyian bahkan cara berpakaian sesuai kebiasaan gereja lokalnnorang katolik pun bahkan suda tida dominan pake latin lagi
neutral,1,mungkin ilmu agama anda sangat luas amp shaleh tp saya ragu melihat sebagian akun2 yg anda follow alangkah lbh elok anda jg memberi contoh teman2 anda terlebih dahulu cara menyampaikan pendapat dgn bil hikmah salam
neutral,1,tempat tidurnya di ruang kerjanya di  bisa jadi saksi bisu niiyxf0x9fx98x85
negative,0,rt  part3  anjing enk bgt  si ganteng bertato ngerasain setiap sodokan kontol gwxf0x9fx92xa6xf0x9fx92xa6
neutral,1,agama yg memiliki kitab suci klo nggak memiliki kitab suci ya cuek saja bro
neutral,1,rt  hentakan manja dr anak kuliahan katanya penasaran pengen nyobain bool ya udah ade kasih aja asal kan ngga tanggung jawab kxe2x80xa6
negative,0,rt  selanjutnyalengserkan jokowi
neutral,1,7 presiden  saya ingin mendengar laporan detail mengenai persiapan baik infrastruktur venue maupun nonvenue dan persiapan teknis pelaksanaan
neutral,1,makcik cina sebelah katil no 3 ni walau dia dah pinda wadtapi dia ingat juga kebaikan n pertolongan selama berjiran hri ni dia datang bagi buah tangan alhamdulillah sunggu baik anty cinaxf0x9fx98x8d terima kasih
neutral,1,iki apik biyat senng aku nyawang poto iki presiden jancuk dan semoga yang disamping berkenan jadi wakil presidennya minimal penasihat presiden jancukers heuheuheu xf0x9fx98x82
neutral,1,rt  gue yakin banget itu tim sukses yang ngomong juga bukan siapaapa dibanding ijp itu contoh politik busuk dari team anies sandi
negative,0,otak kadal diktator jokowi itu tukang tipu biadab dia janji mau menyelesaikan pelanggaran ham eh malah gebuk pki
neutral,1,lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik  bodoh kau
negative,0,sumpah ga lucu bgt jadiin autis bahan bercandaan
neutral,1,1 mengandung ekstrak lidah buaya 2 tidak mengandung alkohol 3 memiliki rasa manis 4 tidak bereaksi terhadap obat lain
negative,0,bekasi panasnya sinting
negative,0,goblog makanya ilmu itu dipelihara otakmu udh usang beneran din
neutral,1,pak  sbg muslim anda harus diintrogasi mengatakan tuhan menciptakan segala sesuatunya berpasangan
neutral,1,1 tidak perih pada luka sariawan n2 kemasanya finger off yang tidak bersentuhan dengan luka n3 mengandung ekstrak lidah buaya n4 aman digunakn bayi amp anakanak n5 memiliki rasa manis n6 tidak bereaksi terhadap obat lain n7 t
neutral,1,emang kalo mau pacaran harus punya pacar dulu ya terus kalo kita mau sarapan harus jadi sarap dulu gitu
neutral,1,2018 jadi terngiang kisah kisah ibu bapak yang dulu tak memiliki gawai gawai mutakhir surat menjadi saksi bisu rasa rindu mereka tulisan tangan yang dibalas dalam waktu lama tidak dibalas langsung ataupun sebentar setidaknya hati bisa tenang sejenak
neutral,1,pendapat om rocky bukan hal yang baru bahkan cenderung ketinggalan coba kalian bayangkan 8 tahun yang lalu sudah ada anak bangsa yang berpendapat bahwa kitab suci itu fiksi yang diyakini jika itu menista agama mengapa pada saat itu tidak diproses hukum
neutral,1,hahahahaha manusia jadi2an no 1    nyata untuk perubahan indonesia
neutral,1,semakin seru keika us menaikan 10 biaya tarif untuk produk tambahan mereka ke china yg bernilai 500 miliar usd ketika publik dan parlemen us menyutujui ini kita bisa liat apakah china bisa membalas atau bahkan hanya keteteran tapi ujung2nya indonesi
neutral,1,peristiwa mei 98 refleksi puncak kemarahan rakyat pada rezim militeristik  maukah kita  militeristik yg sdh terbukti membuat indonesia bangkrut
neutral,1,botul kali itu  herannya aku knp warga jakarta tidak mncari tau knp dia dipecat dari mentri jokowinanies di pecat karenanbodohntololnfakir idenmisqeen nalar nsang presiden bukan abs beliau perhatikan s
negative,0,subhanallah apalagi kalau ahok sampai divonis tidak bersalah naudzubillahmindzalik tanda wajib lengserkan jokowi
neutral,1,suka2 gw mau di ekspresikan dmnnpresiden kita gw ngga milih dia tuhnya klo nyadar banyak haters harusnya tau diri bukan malah makin edan sibuk nipu rakyat
negative,0,ihh sipit kepooxf0x9fx98x9d
neutral,1,ini harus menjadi perhatian utama  ternyata seorang pilot pun sudah terjangkit kedengkian akut kredibilitas amp nama baik maskapai penerbangan papan atas dipertaruhkan betapa mahalnya citra airlines sek
positive,2,hahaha kenapa bisa tidak asing kamu sudah pernah melihatku sebelumnya hm
neutral,1,dukungan anti hoax dan pilkada damai oleh warga dan linmas kelnginden janhkungan sukolilo sby
neutral,1,sumpah gue puasa ini selama 7 hari ini kalo udah jam 4 sore langsung otak pentium 2 lemot najisnnmeeting sampe di coelcoel karena gue bengong ditanya tadi sahur apa ngga hahahaha
neutral,1,monmaap apa hubungannya tes dna sama pki apa ideologi dan pandangan politik bisa diturunkan secara genetik
negative,0,super gubernur indonesia memang membanggakan beda kelasnya dengan gubernur reklamasi yang dibangga2kan para cukong
neutral,1,hati2 penyakit onta gila pasukan daster kampret lo wo ijo dstnkemarin yg rusuh2 di mako brumob siapa ya coba ngomongnya didepan mrk mulutnya bisa langsung dibuat bergedel
negative,0,rt  om ini xf0x9fx91x87 mengoda banget pamer kontol besar bikin pikiran terbawa arus cinta xf0x9fx92x98
negative,0,rt  bikin kacau kekacauan dimana mana di indonesia dan kriminal ilegal mati aja lo
neutral,1,rt  enaaaak banget lo minta maaafnnproses hukum harus tetap berjalannnbiar bajingan kayak dia ini kapokxf0x9fx91x8axf0x9fx91x8axf0x9fx91x8axf0x9fx98x88nmohon xe2x80xa6
negative,0,rt  prabowo ketularan mencla mencle amien rais
positive,2,komisi pemilihan umum kpu kota cimahi menetapkan sebanyak 364980 jiwa masuk dalam daftar pemilih tetap dpt dan bisa menyalurkan hak pilihnya pada pemilihan gubernur pilgub jawa barat 2018 mendatang
neutral,1,menolak lupa rt  tentang peristiwa 98 kami sepakat dg kivlan zen bukan prabowo yg harus bertanggung jawab tetapi wiranto
negative,0,manismanis idiot ni orang
negative,0,sekalinya lagi ngecekin perintilan eh nilai ada yg nyangkud silit
neutral,1,para ulama  mengajarkan tentang bagaimana harus saling menghormati antar sesama walaupun berbeda agama suku bahasa dan budaya
neutral,1,dunia adalah penjara bagi orang beriman dan surga bagi orang kafir hr muslim
neutral,1,waaah ibu kau si p3r3q gerwani di g3nkbenkz babi sipit bijimane bentuk adikmu nanti ya choong kau aja udah hancur hasil di3nth0t kuda bijimane sama babi cipiit ngooaaahahaaa fantasan keluarga hewan xf0x9fxa4xa3
neutral,1,lucunya adalah kak pacar nyadain ini telat bgt guys gue rasa pengaruh mecin tuh emang bikin kita slow responagak bolot gitu dia terbiritbirit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong nnsayang ketinggalan cemilanku ada di kitannorgil xf0x9fx98xadxf0x9fx98xadxf0x9fx98xad
neutral,1,politik agama mrmbuat masyarakat terpolarisasi  kerakter sosial media juga membuat orangorang mudah terpolarisasi  apalagi yg emosian fanatisme kelompok yg membabibuta itu dibawa ke keseharian  menurutku ya
negative,0,maju terus pak
negative,0,rt  politisi gerindra minta jokowi tak banyak omong  presiden hrs banyak omong kl gk di kr bisu
neutral,1,menasbihkan diri sebagai ustad tp mulutnya seperti jamban sifatnya penuh kedengkian kebencian ketamakan rakus berwajah licik itulah si tungku meleduk sang provokator bertameng agama
neutral,1,dan anehnya juga orang yang gak suka gue sukanya merongmerong gitu padahal gue biasa aja lah ya biarin aja yang penting duit gue ngalir gitu aja si xf0x9fx98x83xf0x9fx98x83xf0x9fx98x83 kalo seandainya gue gak jadi diri sendiri itu gak nyaman
neutral,1,yang genting tahta nya si  takut di lengserkan maka nya dia bungkam semuah ormas dan buat aturan pt 20
neutral,1,demo 299 adalah demo stress frustrasi dan gagal tadinya demo itu menjadi demo massal dengan ratusan ribu dan
negative,0,terbaik tak pernah exist zaman rejim najib xe2x9cx8c
negative,0,cina usir aja semua dr indonesiakita lihat siapa yg miskin duluan
negative,0,iya sih kalo gue bandingin sama yang lain bucin banget dulu lu ke gue asw pantes aja digosipin
neutral,1,alhamdulillahkami semua lbh cerdas n lbh mengerti lg dgn isu2 pki yg uda nga laku n mlai d hembuskan lg demi syahwat politik love u islamku n love u nusantaraku
neutral,1,lom dikurangi biaya rs krn kena racunnyandah lah tadz cuma gerombolan berudu dungu yg tertarik usaha ginian
negative,0,catet satu cebong kader komunis indonesia
neutral,1,jatuh dari ketinggian luar biasa dan aku masih hidup tanpa cacat bukankah inu karunia ya kepalaku hanya mengalami pendarahan otak di dalam sedikit kata dokter tak apa tak perlu operasi alhamdulillah
negative,0,soalnya dia budek kaya bolot om ntuuh kuping nya kotor seperti hatinya
negative,0,lo boleh bangga politik indonesia masuk itungan amrik dan cina tapi sayang diitung bwt dijajah
neutral,1,dari seteru ayah anak mau nembak meleset eh kakaknya juga diincar sinting kan xf0x9fx98x85
negative,0,mana enak gitu doank ngewe donk
negative,0,rt    1 ronde setelah subuhan ohhhh crottttt
neutral,1,rt   brati yg milih anies sandi goblok komau dikadalin saracen jelas jelas bajingan kok  kenak loe ya
neutral,1,lebih geblek kalo udah merit malah suka nelponin terus kak xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
neutral,1,kasih pantun    permata dipoles menjadi batu yang indah burung srigunting memelas hati pak raden  gerindrapks sekutu menuju segajah yang penting
neutral,1,memang iblis punya perangai yang buat kucing macam tu zzzzzzzz tak sanggup aku tgk xf0x9fx98xad
negative,0,mau coba kntl kejepit gua het
neutral,1,logikanya kmn sih orang ini xf0x9fx99x88nhubungan pt 20 sama rezim takut kalah itu apanpt 20 itu di buat tahun 2008 era siapa itu asbun aja xf0x9fx98x82
negative,0,eng ing eng   kpk periksa gubernur dan cawagub sumut ijeck shah
neutral,1,penistaan bencong
neutral,1,rt  thailand negara di asia yg cowoknya punya kontol besar
neutral,1,karena dalam puisi ibu indonesia jelas dan spesifik ke agama ter tentu seperti azan dan syariat islam itu terlalu tendensius disini apakan  sebagai media jurnalistik paham perbedaan struktur kalimat serta pemilihan kata yg dig
negative,0,jujur gw sulit lupain lo  disaat gw sibuk lupain lo  lo malah keliatan biasa aja  bangke ngga sih lo
neutral,1,yang bener lo lee teorinya  kalo netflix season 2 kacrut makin terbukti nihxf0x9fx98x82
neutral,1,utang meroket nrupiah anjloknekonomi nyungsepninfrstruktur ambruknbbm naikndaya beli turunndiserbu import ratusan ton narkoba ndiserbu tkanduit 35 trilyun digondol taipann
neutral,1,hanya orang bodoh yg pilih sontoloyo
negative,0,taplak meja kayaknya
neutral,1,emang cuma babi yg punya buntut hihihi mungkin kamu unicorn
negative,0,xe2x80x94 karena lo semua ngga pernah nanggepin gue iyaa emg ngga selalu ngacangin sih tapi pliss lo semua kayak mandang gue dasar autis kerjaannya main hp mulu npliss gue ini cari pelampiasan lo semua ngga ada di posisi gue jadi gausah banyak
negative,0,congor rusak nmakin muak orang melihat orang ini
neutral,1,melawan indonesia belanda dipastikan menggunakan meriam bom sedangkan indonesia mengandalkan meriam bellina
negative,0,ngmg apasi kntl
neutral,1,ayo 2019 kita ganti presiden nsetuju bang eh tp siapa gantinya ngoblok tolol kunyuk malah nanya ya kita cari bareng2 koplaknooo begitu bangnninilah drama kumpulan celeng dungu kalo
negative,0,cebong kalo liat duit pura2 budek pasti n
negative,0,itu biar nyambung yu semua geblek
negative,0,tegas bukan keras beda kata beda pula tafsirannya
neutral,1,boleh baca dengan lebih lanjut di
neutral,1,terkait dengan misi ini kita tinggal melihat bagaimana kelompok tokyo dan washington akan mengeksekusi indonesia lewat politik mulai 2018 ini seberapa kuat  geng china komunis mewarnai kebijakan rezim pdip  jkw yg diprakirakan oleh pasar akan tumbang
negative,0,ganyang pki dg segala anteknya
neutral,1,pengendalian diri namun sudah muak orang lain terlalu menyepelekan aku takut dan cukup lelah egoism membuatku ingin menjadi sepenuhnya si jahat bajingan
negative,0,siklus coupleannn beda rasan rasa asingn breakn break upnndah gitu aja terusnnkalau merasa tak sama seperti dulu coba saling terbuka itu biasa nya krn ada nya kurang komunikasi atau ketidak pekaan di satu pihak xf0x9fx98x85
negative,0,rt  tante gak tahan dietot kontol gede
neutral,1,mabuk onta arab bro xf0x9fxa4xa3xf0x9fxa4xa3
neutral,1,next ambil alih raisa dr tangan asing tmbh byk lg bani kampret yg kelojotan huekekekek
neutral,1,hmm keknya bahaya kalo sampe pilihan cawapres ke dia juga bisa kejadian lagi nurunin presiden paksa kek ahok dulu yg maju akhirnya cawapresnya mungkin  menang kalah tetep menang jago juga strateginya kek ga ada cawapres lain aja yg bener
neutral,1,karena mereka itu kere dan miskintak punya hak tanah belaga sombongbedebah semua mereka
neutral,1,5 hal tak mengenakkan yang bisa terjadi saat bercinta dan cara mengatasinya via
negative,0,mau protes aja sama presiden kalo kyk gini jadinya
neutral,1,di dunia maya seseorg di nilai dr tulisannya jika tulisannya alay mk alaylah orgnya jika tulisannya formal mk formallah orgnya
positive,2,keluarlah wahai setan miskin
